player_id,player_name,position,age,birth_year,draft_year,draft_round,draft_pick,draft_ovr,height,weight,season,season_type,team,conference,division,shotgun,no_huddle,qb_dropback,qb_scramble,pass_attempts,complete_pass,incomplete_pass,passing_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,receptions,targets,passing_air_yards,receiving_air_yards,receiving_touchdown,pass_attempts_redzone,complete_pass_redzone,pass_touchdown_redzone,pass_attempts_gtg,complete_pass_gtg,pass_touchdown_gtg,receptions_redzone,targets_redzone,receiving_touchdown_redzone,receptions_gtg,targets_gtg,receiving_touchdown_gtg,rush_attempts_redzone,rush_touchdown_redzone,rush_attempts_gtg,rush_touchdown_gtg,offense_snaps,team_offense_snaps,total_tds,touches,total_yards,depth_team,games_missed,offense_pct,age2,years_exp,games_played_season,games_played_career,season_shotgun,season_no_huddle,season_qb_dropback,season_qb_scramble,season_pass_attempts,season_complete_pass,season_incomplete_pass,season_passing_yards,season_receiving_yards,season_yards_after_catch,season_rush_attempts,season_rushing_yards,season_tackled_for_loss,season_first_down_pass,season_first_down_rush,season_third_down_converted,season_third_down_failed,season_fourth_down_converted,season_fourth_down_failed,season_rush_touchdown,season_pass_touchdown,season_safety,season_interception,season_fumble,season_fumble_lost,season_fumble_forced,season_fumble_not_forced,season_fumble_out_of_bounds,season_receptions,season_targets,season_passing_air_yards,season_receiving_air_yards,season_receiving_touchdown,season_pass_attempts_redzone,season_complete_pass_redzone,season_pass_touchdown_redzone,season_pass_attempts_gtg,season_complete_pass_gtg,season_pass_touchdown_gtg,season_receptions_redzone,season_targets_redzone,season_receiving_touchdown_redzone,season_receptions_gtg,season_targets_gtg,season_receiving_touchdown_gtg,season_rush_attempts_redzone,season_rush_touchdown_redzone,season_rush_attempts_gtg,season_rush_touchdown_gtg,season_fantasy_points_ppr,season_fantasy_points_standard,season_offense_snaps,season_team_offense_snaps,season_total_tds,season_touches,season_total_yards,season_average_pass_touchdown_redzone,career_average_pass_touchdown_redzone,season_average_pass_attempts_gtg,career_average_pass_attempts_gtg,season_average_complete_pass_gtg,career_average_complete_pass_gtg,season_average_pass_touchdown_gtg,career_average_pass_touchdown_gtg,season_average_receptions_redzone,career_average_receptions_redzone,season_average_targets_redzone,career_average_targets_redzone,season_average_receiving_touchdown_redzone,career_average_receiving_touchdown_redzone,season_average_receptions_gtg,career_average_receptions_gtg,season_average_targets_gtg,career_average_targets_gtg,season_average_receiving_touchdown_gtg,career_average_receiving_touchdown_gtg,season_average_rush_attempts_redzone,career_average_rush_attempts_redzone,season_average_rush_touchdown_redzone,career_average_rush_touchdown_redzone,season_average_rush_attempts_gtg,career_average_rush_attempts_gtg,season_average_rush_touchdown_gtg,career_average_rush_touchdown_gtg,season_average_fantasy_points_ppr,career_average_fantasy_points_ppr,season_average_fantasy_points_standard,career_average_fantasy_points_standard,season_average_offense_snaps,career_average_offense_snaps,season_average_team_offense_snaps,career_average_team_offense_snaps,season_average_total_tds,career_average_total_tds,season_average_touches,career_average_touches,season_average_total_yards,career_average_total_yards,season_comp_pct,season_int_pct,season_pass_touchdown_pct,season_ypa,season_rec_td_pct,season_yptarget,season_ypr,season_rush_td_pct,season_ypc,season_td_pct,season_yptouch,season_pass_ypg,season_rec_ypg,season_rush_ypg,season_ypg,season_average_ppr_ppg,season_average_standard_ppg,career_comp_pct,career_int_pct,career_pass_touchdown_pct,career_ypa,career_rec_td_pct,career_yptarget,career_ypr,career_rush_td_pct,career_ypc,career_td_pct,career_yptouch,career_pass_ypg,career_rec_ypg,career_rush_ypg,career_ypg,career_average_ppr_ppg,career_average_standard_ppg,passer_rating,adot,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,td_pct,yptouch,,,,,,
00-0033295,Elijah McGuire,RB,23,1994,2017,6,4,188,70,214,2017,REG,NYJ,AFC,East,47,2,26,0,0,0,0,0,177,142,89,315,18,9,14,5,15,0,0,1,1,0,0,2,2,2,0,0,17,26,0,78,1,0,0,0,0,0,0,3,3,1,1,1,1,8,0,2,0,267,978,3,106,492,2,1,0.27300613496932513,23,0,15,15,47,2,26,0,0,0,0,0,177,142,89,315,18,9,14,5,15,0,0,1,1,0,0,2,2,2,0,0,17,26,0,78,1,0,0,0,0,0,0,3,3,1,1,1,1,8,0,2,0,72.2,55.2,267,978,0.2,7.07,32.8,0,,0,,0,,0,,0.2,,0.2,,0.07,,0.07,,0.07,,0.07,,0.53,,0,,0.13,,0,,4.81,,3.68,,17.8,,65.2,,0.2,,7.07,,32.8,,,,,,0.038,6.81,10.41,0.011,3.54,0.03,4.64,0,11.8,21,2.19,4.81,3.68,,,,,0.038,6.81,10.41,0.011,3.54,0.03,4.64,0,11.8,21,2.19,4.81,3.68,0,3,,,0,,0.038,6.81,3,10.41,0.011,3.54,0.03,4.64,,,,,,
00-0033295,Elijah McGuire,RB,24,1994,2017,6,4,188,70,214,2018,REG,NYJ,AFC,East,37,0,20,0,0,0,0,0,129,119,79,216,14,5,11,3,7,1,2,3,1,0,0,2,2,2,0,0,13,20,0,99,1,0,0,0,0,0,0,1,2,1,0,0,0,15,3,7,3,250,377,5,92,345,2,10,0.6631299734748011,24,1,6,21,37,0,20,0,0,0,0,0,129,119,79,216,14,5,11,3,7,1,2,3,1,0,0,2,2,2,0,0,13,20,0,99,1,0,0,0,0,0,0,1,2,1,0,0,0,15,3,7,3,65.5,52.5,250,377,0.83,15.33,57.5,0,0,0,0,0,0,0,0,0.17,4,0.33,5,0.17,2,0,1,0,1,0,1,2.5,23,0.5,3,1.17,9,0.5,3,10.92,137.7,8.75,107.7,41.67,517,62.83,1355,0.83,8,15.33,198,57.5,837,,,,,0.05,6.45,9.92,0.038,2.73,0.05,3.75,0,21.5,36,9.58,10.92,8.75,,,,,0.043,6.65,10.2,0.024,3.16,0.04,4.23,0,14.57,25.29,1.9,6.56,5.13,0,4.95,,,0,,0.05,6.45,4.95,9.92,0.038,2.73,0.05,3.75,,,,,,
00-0036567,Elijah Mitchell,RB,23,1998,2021,6,10,194,70,200,2021,REG,SF,NFC,West,69,4,20,0,0,0,0,0,137,151,207,963,20,6,47,0,8,0,2,5,1,0,0,0,0,0,0,0,19,20,0,-12,1,0,0,0,0,0,0,2,2,1,0,0,0,21,4,5,3,441,689,7,226,1100,1,6,0.6400580551523948,23,0,11,11,69,4,20,0,0,0,0,0,137,151,207,963,20,6,47,0,8,0,2,5,1,0,0,0,0,0,0,0,19,20,0,-12,1,0,0,0,0,0,0,2,2,1,0,0,0,21,4,5,3,165,146,441,689,0.64,20.55,100,0,,0,,0,,0,,0.18,,0.18,,0.09,,0,,0,,0,,1.91,,0.36,,0.45,,0.27,,15,,13.27,,40.09,,62.64,,0.64,,20.55,,100,,,,,,0.05,6.85,7.21,0.024,4.65,0.03,4.87,0,12.45,87.55,9.09,15,13.27,,,,,0.05,6.85,7.21,0.024,4.65,0.03,4.87,0,12.45,87.55,9.09,15,13.27,0,-0.6,,,0,,0.05,6.85,-0.6,7.21,0.024,4.65,0.03,4.87,,,,,,
00-0036567,Elijah Mitchell,RB,24,1998,2021,6,10,194,70,200,2022,REG,SF,NFC,West,11,0,2,0,0,0,0,0,8,12,13,76,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,32,139,0,15,84,2,15,0.2302158273381295,24,1,2,13,11,0,2,0,0,0,0,0,8,12,13,76,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10.399999999999999,8.399999999999999,32,139,0,7.5,42,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1.5,24,0,4,0,5,0,3,5.2,175.4,4.2,154.4,16,473,69.5,828,0,7,7.5,241,42,1184,,,,,0,4,4,0,5.85,0,5.6,0,4,38,21,5.2,4.2,,,,,0.045,6.59,6.9,0.023,4.72,0.03,4.91,0,11.15,79.92,7.01,13.49,11.88,0,-2,,,,,0,4,-2,4,0,5.85,0,5.6,,,,,,
00-0036567,Elijah Mitchell,RB,25,1998,2021,6,10,194,70,200,2023,REG,SF,NFC,West,29,1,8,0,0,0,0,0,14,26,75,281,7,2,14,2,4,0,1,2,0,0,1,0,0,0,0,0,6,7,0,-22,0,0,0,0,0,0,0,1,1,0,0,0,0,16,2,9,2,161,705,2,81,295,2,6,0.22836879432624113,25,2,11,24,29,1,8,0,0,0,0,0,14,26,75,281,7,2,14,2,4,0,1,2,0,0,1,0,0,0,0,0,6,7,0,-22,0,0,0,0,0,0,0,1,1,0,0,0,0,16,2,9,2,45.5,39.5,161,705,0.18,7.36,26.82,0,0,0,0,0,0,0,0,0.09,1.5,0.09,1.5,0,0.5,0,0,0,0,0,0,1.45,20,0.18,3,0.82,7,0.18,2.5,4.14,110.45,3.59,96.95,14.64,317,64.09,766.5,0.18,4.5,7.36,161,26.82,739.5,,,,,0,2,2.33,0.027,3.75,0.02,3.64,0,1.27,25.55,2.44,4.14,3.59,,,,,0.034,5.48,5.89,0.024,4.47,0.03,4.59,0,6.62,55,2.57,9.2,8.08,0,-3.143,,0,,,0,2,-3.14,2.33,0.027,3.75,0.02,3.64,,,,,,
00-0036980,Elijah Moore,WR,21,2000,2021,2,2,34,70,178,2021,REG,NYJ,AFC,East,66,10,78,0,0,0,0,0,538,207,5,54,0,24,3,6,21,1,0,1,5,0,4,0,0,0,0,0,43,73,0,899,5,0,0,0,0,0,0,5,8,4,1,2,1,2,1,0,0,476,736,11,48,592,1,6,0.6467391304347826,21,0,11,11,66,10,78,0,0,0,0,0,538,207,5,54,0,24,3,6,21,1,0,1,5,0,4,0,0,0,0,0,43,73,0,899,5,0,0,0,0,0,0,5,8,4,1,2,1,2,1,0,0,130.2,87.19999999999999,476,736,1,4.36,53.82,0,,0,,0,,0,,0.45,,0.73,,0.36,,0.09,,0.18,,0.09,,0.18,,0.09,,0,,0,,11.84,,7.93,,43.27,,66.91,,1,,4.36,,53.82,,,,,,0.068,7.37,12.51,0.2,10.8,0.23,12.34,0,48.91,4.91,4.89,11.84,7.93,,,,,0.068,7.37,12.51,0.2,10.8,0.23,12.34,0,48.91,4.91,4.89,11.84,7.93,0,12.315,,0,0,,0.068,7.37,12.32,12.51,0.2,10.8,0.23,12.33,,,,,,
00-0036980,Elijah Moore,WR,22,2000,2021,2,2,34,70,178,2022,REG,NYJ,AFC,East,52,8,65,0,0,0,0,0,450,97,5,5,2,22,2,10,12,2,2,0,1,0,1,1,0,0,1,1,37,64,0,785,1,0,0,0,0,0,0,3,7,0,0,1,0,0,0,0,0,672,940,2,42,455,1,3,0.7148936170212766,22,1,14,25,52,8,65,0,0,0,0,0,450,97,5,5,2,22,2,10,12,2,2,0,1,0,1,1,0,0,1,1,37,64,0,785,1,0,0,0,0,0,0,3,7,0,0,1,0,0,0,0,0,86.5,49.5,672,940,0.14,3,32.5,0,0,0,0,0,0,0,0,0.21,8,0.5,15,0,4,0,1,0.07,3,0,1,0,2,0,1,0,0,0,0,6.18,216.7,3.54,136.7,48,1148,67.14,1676,0.14,13,3,90,32.5,1047,,,,,0.016,7.03,12.16,0,1,0.05,10.83,0,32.14,0.36,2.32,6.18,3.54,,,,,0.044,7.21,12.35,0.1,5.9,0.14,11.63,0,39.52,2.36,1.68,8.67,5.47,0,12.266,,0,0,,0.016,7.03,12.27,12.16,0,1,0.05,10.83,,,,,,
00-0036980,Elijah Moore,WR,23,2000,2021,2,2,34,70,178,2023,REG,CLE,AFC,North,94,4,104,0,0,0,0,0,640,191,9,11,2,29,2,11,22,0,0,0,2,0,2,2,2,1,1,0,59,102,0,1155,2,0,0,0,0,0,0,8,14,2,0,1,0,1,0,0,0,897,1187,4,68,651,1,1,0.7556866048862679,23,2,16,41,94,4,104,0,0,0,0,0,640,191,9,11,2,29,2,11,22,0,0,0,2,0,2,2,2,1,1,0,59,102,0,1155,2,0,0,0,0,0,0,8,14,2,0,1,0,1,0,0,0,126.10000000000001,67.1,897,1187,0.25,4.25,40.69,0,0,0,0,0,0,0,0,0.5,8,0.88,14.5,0.12,3,0,0.5,0.06,2,0,0.5,0.06,1.5,0,0.5,0,0,0,0,7.88,171.4,4.19,101.9,56.06,1022.5,74.19,1431.5,0.25,8.5,4.25,79,40.69,849,,,,,0.02,6.27,10.85,0,1.22,0.06,9.57,0,40,0.69,2.54,7.88,4.19,,,,,0.033,6.81,11.71,0.053,3.68,0.11,10.76,0,39.71,1.71,1.01,8.36,4.97,0,11.324,,0,0,,0.02,6.27,11.32,10.85,0,1.22,0.06,9.57,,,,,,
00-0036980,Elijah Moore,WR,24,2000,2021,2,2,34,70,178,2024,REG,CLE,AFC,North,91,20,102,0,0,0,0,0,538,133,1,1,0,25,0,9,20,2,3,0,1,0,8,0,0,0,0,0,61,94,0,950,1,0,0,0,0,0,0,4,7,0,0,1,0,0,0,0,0,892,1179,2,62,539,1,0,0.7565733672603902,24,3,17,58,91,20,102,0,0,0,0,0,538,133,1,1,0,25,0,9,20,2,3,0,1,0,8,0,0,0,0,0,61,94,0,950,1,0,0,0,0,0,0,4,7,0,0,1,0,0,0,0,0,104.9,43.9,892,1179,0.12,3.65,31.71,0,0,0,0,0,0,0,0,0.24,6.67,0.41,12,0,2,0,0.33,0.06,1.67,0,0.33,0,1,0,0.33,0,0,0,0,6.17,149.23,2.58,82.57,52.47,979,69.35,1347.33,0.12,6.33,3.65,73.33,31.71,745.67,,,,,0.011,5.72,8.82,0,1,0.03,8.69,0,31.65,0.06,1.87,6.17,2.58,,,,,0.027,6.5,10.83,0.05,3.55,0.09,10.18,0,37.34,1.22,0.66,7.72,4.27,0,10.106,,0,0,,0.011,5.72,10.11,8.82,0,1,0.03,8.69,,,,,,
00-0032813,Elijhaa Penny,RB,24,1993,2016,,,,73,250,2017,REG,ARI,NFC,West,4,0,6,0,0,0,0,0,38,41,31,124,1,2,7,2,1,0,0,2,0,0,0,0,0,0,0,0,4,6,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,2,74,488,2,35,162,2,9,0.15163934426229508,24,1,7,7,4,0,6,0,0,0,0,0,38,41,31,124,1,2,7,2,1,0,0,2,0,0,0,0,0,0,0,0,4,6,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,2,32.2,28.2,74,488,0.29,5,23.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,6,0.29,2,0.43,3,0.29,2,4.6,32.2,4.03,28.2,10.57,74,69.71,488,0.29,2,5,35,23.14,162,,,,,0,6.33,9.5,0.065,4,0.06,4.63,0,5.43,17.71,3.31,4.6,4.03,,,,,0,6.33,9.5,0.065,4,0.06,4.63,0,5.43,17.71,3.31,4.6,4.03,0,-0.5,,,,,0,6.33,-0.5,9.5,0.065,4,0.06,4.63,,,,,,
00-0032813,Elijhaa Penny,RB,25,1993,2016,,,,73,250,2018,REG,NYG,NFC,East,2,0,10,0,0,0,0,0,50,51,7,25,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8,9,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,107,579,0,15,75,3,7,0.1848013816925734,25,2,9,16,2,0,10,0,0,0,0,0,50,51,7,25,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8,9,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15.5,7.5,107,579,0,1.67,8.33,0,0,0,0,0,0,0,0,0.11,0.5,0.11,0.5,0,0,0,0,0,0,0,0,0,3,0,1,0,1.5,0,1,1.72,23.85,0.83,17.85,11.89,90.5,64.33,533.5,0,1,1.67,25,8.33,118.5,,,,,0,5.56,6.25,0,3.57,0,4.99,0,5.56,2.78,0.93,1.72,0.83,,,,,0,5.87,7.33,0.053,3.92,0.04,4.75,0,5.5,9.31,0.93,2.98,2.23,0,0.222,,,,,0,5.56,0.22,6.25,0,3.57,0,5,,,,,,
00-0032813,Elijhaa Penny,RB,26,1993,2016,,,,73,250,2019,REG,NYG,NFC,East,7,3,4,0,0,0,0,0,9,22,15,39,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,87,467,0,17,48,3,9,0.18629550321199143,26,3,7,23,7,3,4,0,0,0,0,0,9,22,15,39,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6.8,4.8,87,467,0,2.43,6.86,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0.29,2.67,0,0.67,0,1,0,0.67,0.97,18.17,0.69,13.5,12.43,89.33,66.71,511.33,0,0.67,2.43,22.33,6.86,95,,,,,0,2.25,4.5,0,2.6,0,2.82,0,1.29,5.57,0.98,0.97,0.69,,,,,0,5.11,6.93,0.038,3.55,0.03,4.26,0,4.22,8.17,0.54,2.37,1.76,0,-2.5,,,,,0,2.25,-2.5,4.5,0,2.6,0,2.82,,,,,,
00-0032813,Elijhaa Penny,RB,27,1993,2016,,,,73,250,2020,REG,NYG,NFC,East,0,2,3,0,0,0,0,0,20,16,6,15,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,40,415,0,8,35,1,10,0.096385542,27,4,6,29,0,2,3,0,0,0,0,0,20,16,6,15,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5.5,3.5,40,415,0,1.33,5.83,0,0,0,0,0,0,0,0,0,0.25,0.17,0.5,0,0,0,0,0,0,0,0,0.17,2.25,0,0.5,0.17,1,0,0.5,0.92,15,0.58,11,6.67,77,69.17,487.25,0,0.5,1.33,18.75,5.83,80,,,,,0,6.67,10,0,2.5,0,4.38,0,3.33,2.5,0.97,0.92,0.58,,,,,0,5.32,7.31,0.034,3.44,0.03,4.26,0,4.03,7,0.38,2.07,1.52,0,1.333,,,,,0,6.67,1.33,10,0,2.5,0,4.38,,,,,,
00-0032813,Elijhaa Penny,RB,28,1993,2016,,,,73,250,2021,REG,NYG,NFC,East,15,13,13,0,0,0,0,0,30,36,25,99,1,4,9,8,1,0,0,1,1,0,0,0,0,0,0,0,9,13,0,-4,1,0,0,0,0,0,0,2,2,1,1,1,1,4,1,2,1,113,741,3,34,129,1,6,0.1524966261808367,28,5,11,40,15,13,13,0,0,0,0,0,30,36,25,99,1,4,9,8,1,0,0,1,1,0,0,0,0,0,0,0,9,13,0,-4,1,0,0,0,0,0,0,2,2,1,1,1,1,4,1,2,1,33.9,24.9,113,741,0.27,3.09,11.73,0,0,0,0,0,0,0,0,0.18,0.6,0.18,0.8,0.09,0.2,0.09,0.2,0.09,0.2,0.09,0.2,0.36,2.6,0.09,0.6,0.18,1.2,0.09,0.6,3.08,18.78,2.26,13.78,10.27,84.2,67.36,538,0.27,1,3.09,21.8,11.73,89.8,,,,,0.077,2.31,3.33,0.04,3.96,0.09,3.8,0,2.73,9,1.07,3.08,2.26,,,,,0.029,4.2,5.88,0.036,3.6,0.04,4.12,0,3.68,7.55,0.28,2.35,1.72,0,-0.308,,,0,,0.077,2.31,-0.31,3.33,0.04,3.96,0.09,3.79,,,,,,
00-0038797,Emanuel Wilson,RB,24,1999,2023,,,,70,226,2023,REG,GB,NFC,North,14,0,5,0,0,0,0,0,23,30,14,85,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,4,5,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,340,0,18,108,3,12,0.094117647,24,0,5,5,14,0,5,0,0,0,0,0,23,30,14,85,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,4,5,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.8,10.8,32,340,0,3.6,21.6,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,,0,,0,,0,,2.96,,2.16,,6.4,,68,,0,,3.6,,21.6,,,,,,0,4.6,5.75,0,6.07,0,6,0,4.6,17,4.32,2.96,2.16,,,,,0,4.6,5.75,0,6.07,0,6,0,4.6,17,4.32,2.96,2.16,0,-0.8,,,,,0,4.6,-0.8,5.75,0,6.07,0,6,,,,,,
00-0038797,Emanuel Wilson,RB,25,1999,2023,,,,70,226,2024,REG,GB,NFC,North,80,12,14,0,0,0,0,0,48,99,103,502,7,3,27,8,8,0,1,4,1,0,0,0,0,0,0,0,11,14,0,-63,1,0,0,0,0,0,0,2,2,0,0,0,0,14,3,5,3,263,1083,6,114,550,2,0,0.24284395198522624,25,1,17,22,80,12,14,0,0,0,0,0,48,99,103,502,7,3,27,8,8,0,1,4,1,0,0,0,0,0,0,0,11,14,0,-63,1,0,0,0,0,0,0,2,2,0,0,0,0,14,3,5,3,96,85,263,1083,0.35,6.71,32.35,0,0,0,0,0,0,0,0,0.12,2,0.12,2,0,0,0,0,0,0,0,0,0.82,15,0.18,3,0.29,5,0.18,3,5.65,110.8,5,95.8,15.47,295,63.71,1423,0.35,6,6.71,132,32.35,658,,,,,0.071,3.43,4.36,0.039,4.87,0.05,4.82,0,2.82,29.53,1.9,5.65,5,,,,,0.053,3.74,4.73,0.034,5.02,0.05,4.99,0,3.23,26.68,1.36,5.04,4.35,0,-4.5,,,0,,0.071,3.43,-4.5,4.36,0.039,4.87,0.05,4.82,,,,,,
00-0038705,Emari Demercado,RB,24,1999,2023,,,,69,215,2023,REG,ARI,NFC,West,55,14,30,0,0,0,0,0,119,109,58,284,5,4,12,5,18,0,1,2,0,0,0,0,0,0,0,0,21,30,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,280,756,2,79,403,2,6,0.37037037037037035,24,0,11,11,55,14,30,0,0,0,0,0,119,109,58,284,5,4,12,5,18,0,1,2,0,0,0,0,0,0,0,0,21,30,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,73.3,52.3,280,756,0.18,7.18,36.64,0,,0,,0,,0,,0,,0.09,,0,,0,,0,,0,,0.27,,0.09,,0.09,,0,,6.66,,4.75,,25.45,,68.73,,0.18,,7.18,,36.64,,,,,,0,3.97,5.67,0.034,4.9,0.03,5.1,0,10.82,25.82,3.33,6.66,4.75,,,,,0,3.97,5.67,0.034,4.9,0.03,5.1,0,10.82,25.82,3.33,6.66,4.75,0,0.9,,,,,0,3.97,0.9,5.67,0.034,4.9,0.03,5.1,,,,,,
00-0038705,Emari Demercado,RB,25,1999,2023,,,,69,215,2024,REG,ARI,NFC,West,39,8,20,0,0,0,0,0,104,95,24,223,1,3,8,10,15,0,0,1,0,0,0,0,0,0,0,0,16,20,0,26,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,164,809,1,40,327,3,4,0.2027194066749073,25,1,13,24,39,8,20,0,0,0,0,0,104,95,24,223,1,3,8,10,15,0,0,1,0,0,0,0,0,0,0,0,16,20,0,26,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,54.699999999999996,38.7,164,809,0.08,3.08,25.15,0,0,0,0,0,0,0,0,0.31,4,0.31,5,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,4.21,128,2.98,91,12.62,444,62.23,1565,0.08,3,3.08,119,25.15,730,,,,,0,5.2,6.5,0.042,9.29,0.03,8.17,0,8,17.15,1.93,4.21,2.98,,,,,0,4.46,6.03,0.037,6.18,0.02,6.13,0,9.29,21.12,1.27,5.33,3.79,0,1.3,,,,,0,5.2,1.3,6.5,0.042,9.29,0.02,8.18,,,,,,
00-0027685,Emmanuel Sanders,WR,25,1987,2010,3,18,82,71,180,2012,REG,PIT,AFC,North,57,3,75,0,0,0,0,0,624,209,1,4,0,31,0,15,17,0,0,0,1,0,3,2,2,1,1,0,44,71,0,850,1,0,0,0,0,0,0,3,5,1,1,1,1,0,0,0,0,722,1068,2,45,628,2,0,0.6760299625468165,25,2,16,16,57,3,75,0,0,0,0,0,624,209,1,4,0,31,0,15,17,0,0,0,1,0,3,2,2,1,1,0,44,71,0,850,1,0,0,0,0,0,0,3,5,1,1,1,1,0,0,0,0,100.8,56.8,722,1068,0.12,2.81,39.25,0,0,0,0,0,0,0,0,0.19,1.5,0.31,2.5,0.06,0.5,0.06,0.5,0.06,0.5,0.06,0.5,0,0,0,0,0,0,0,0,6.3,50.4,3.55,28.4,45.12,361,66.75,534,0.12,1,2.81,22.5,39.25,314,,,,,0.014,8.79,14.18,0,4,0.04,13.97,0,39,0.25,2.45,6.3,3.55,,,,,0.014,8.79,14.18,0,4,0.04,13.97,0,39,0.25,2.45,6.3,3.55,0,11.972,,0,0,,0.014,8.79,11.97,14.18,0,4,0.04,13.96,,,,,,
00-0027685,Emmanuel Sanders,WR,26,1987,2010,3,18,82,71,180,2013,REG,PIT,AFC,North,91,32,113,0,0,0,0,0,733,279,2,25,0,37,1,12,18,1,0,0,6,0,5,1,0,1,0,0,67,107,0,1274,6,0,0,0,0,0,0,9,16,5,4,4,3,1,0,1,0,797,1051,12,69,758,2,0,0.758325404,26,3,16,32,91,32,113,0,0,0,0,0,733,279,2,25,0,37,1,12,18,1,0,0,6,0,5,1,0,1,0,0,67,107,0,1274,6,0,0,0,0,0,0,9,16,5,4,4,3,1,0,1,0,168.8,101.8,797,1051,0.75,4.31,47.38,0,0,0,0,0,0,0,0,0.56,4,1,7,0.31,2,0.25,1.67,0.25,1.67,0.19,1.33,0.06,0.33,0,0,0.06,0.33,0,0,10.55,89.87,6.36,52.87,49.81,506.33,65.69,706.33,0.75,4.67,4.31,38,47.38,462,,,,,0.056,6.85,10.94,0,12.5,0.17,10.99,0,45.81,1.56,2.96,10.55,6.36,,,,,0.039,7.62,12.23,0,9.67,0.12,12.17,0,42.41,0.91,1.35,8.43,4.96,0,11.907,,0,0,,0.056,6.85,11.91,10.94,0,12.5,0.17,10.99,,,,,,
00-0027685,Emmanuel Sanders,WR,27,1987,2010,3,18,82,71,180,2014,REG,DEN,AFC,West,114,50,142,0,0,0,0,0,1404,353,8,44,1,69,3,24,14,0,3,0,9,0,2,1,0,1,0,0,101,139,0,1777,9,0,0,0,0,0,0,16,20,6,5,6,5,0,0,0,0,1003,1130,18,109,1448,1,0,0.8876106194690265,27,4,16,48,114,50,142,0,0,0,0,0,1404,353,8,44,1,69,3,24,14,0,3,0,9,0,2,1,0,1,0,0,101,139,0,1777,9,0,0,0,0,0,0,16,20,6,5,6,5,0,0,0,0,295.8,194.8,1003,1130,1.12,6.81,90.5,0,0,0,0,0,0,0,0,1,7,1.25,10.25,0.38,3,0.31,2.5,0.38,2.75,0.31,2.25,0,0.25,0,0,0,0.25,0,0,18.49,141.35,12.18,88.35,62.69,630.5,70.62,812.25,1.12,8,6.81,55.75,90.5,708.5,,,,,0.065,10.1,13.9,0,5.5,0.16,13.29,0,87.75,2.75,5.66,18.49,12.18,,,,,0.05,8.71,13.02,0,6.64,0.14,12.7,0,57.52,1.52,1.23,11.78,7.36,0,12.784,,0,0,,0.065,10.1,12.78,13.9,0,5.5,0.17,13.28,,,,,,
